id;id_textual;nom;activat;visible_publicacio;id_pare
54535;INDIA;L'Índia ;0;0;52099
52509;LITERATURA;Literatura;0;0;52099
54816;LIZTRUSS;Liz Truss;0;1;52099
56113;LLENGUABLAVA;Llengua blava ;0;0;52099
52901;PREMSA;Llibertat de premsa;0;0;52099
52587;LLIBEXPRESSI;Llibertat d'expressió ;0;0;52099
53600;LIBERDROLA;Lliga F;0;1;52104
52603;XIRINACHS;Lluís Maria Xirinachs;0;0;52099
52762;LLUISPUIG;Lluís Puig;0;0;52099
52443;LNFS;LNFS;0;1;52104
52806;LOPETEGUI;Lopetegui;0;1;52104
53368;LORENAROLDAN;Lorena Roldán;0;1;52099
53078;LOTERIA;Loteria;0;0;52099
54284;BARCENAS;Luis Bárcenas;0;0;52099
55505;LUISRUBIALES;Luis Rubiales;0;0;52104
52353;SUAREZ;Luis Suárez;0;0;52104
54890;LULADASILVA;Lula da Silva;0;0;52099
54987;GANDHI;Mahatma Gandhi ;0;1;52099
52729;MAIG68;Maig del 68;0;1;52099
54577;MALI;Mali;0;0;52099
52584;ANIMAL;Maltractament animal;0;0;52099
52707;MALVERSACIO;Malversació;0;0;52099
53449;MANEL;Manel;0;0;52099
56468;PSICOLOGICA;Manipulació psicològica;0;0;52099
56353;PUA_MANBETA;Manualitats Beta;0;0;54781
56384;PUA_MANSX3;Manualitats SX3;0;0;54781
52676;DEPEDROLO;Manuel de Pedrolo;0;0;52099
53082;MANUELVALLS;Manuel Valls;0;1;52099
53495;MARMENOR;Mar Menor;0;0;52099
54199;MARADONA;Maradona;0;1;52104
52350;MARCGASOL;Marc Gasol;0;0;52104
55626;MARCGUIU;Marc Guiu;0;0;52104
52344;MARQUEZ;Marc Màrquez;0;0;52104
56984;RASHFORD;Marcus Rashford;0;0;52104
52617;MACAPMANY;Maria Aurèlia Capmany;0;0;52099
52975;MARIAMANENT;Marià Manent;0;0;52099
52757;MRAJOY;Mariano Rajoy;0;0;52099
52898;MARIHUANA;Marihuana;0;0;52099
54775;MARINELEPEN;Marine Le Pen;0;0;52099
54200;MARROC;Marroc;0;0;52099
54770;MART;Mart;0;0;52099
52600;MATA;Marta Mata;0;0;52099
52966;CAT52966;Marta Rovira;0;0;52099
52677;LUTHERKING;Martin Luther King ;0;1;52099
52385;SANTPERE;Mary Santpere;0;0;52099
52357;MASCLISME;Masclisme ;1;1;52099
54441;MEDALLAOR;Medalla d'Or de la Generalitat;0;0;52099
52370;MEDIAMBIENT;Medi ambient;0;0;52099
56278;MEDICLIMA;Medi ambient i crisi climàtica;2;0;52099
54676;MELILLA;Melilla;0;0;52099
52508;MEMHISTORICA;Memòria històrica ;0;0;52099
52579;MENORS;Menors;0;0;52099
52568;IMMOBILIARI;Mercat immobiliari;0;1;52099
52466;LLEIXA;Mercè Lleixà i Chavarria;0;0;52099
52761;MSERRET;Meritxell Serret;0;0;52099
53428;MESPAIS;Més País;0;1;52099
53086;MESVIST18;Més vist 2018;0;1;52099
52319;MESSI;Messi;0;0;52104
52475;MESVIST17;Mésvist 2017;0;1;52099
53396;METRO;Metro;0;0;52099
53430;MEXIC;Mèxic;0;0;52099
54811;MIDCAT;Midcat;0;1;52099
52226;MIGRACIONS;Migracions;0;0;52099
53492;MIKINUNEZ;Miki Nuñez;0;0;52099
52464;BATLLORI;Miquel Batllori i Munné;0;0;52099
52815;MIQUELBUCH;Miquel Buch;0;0;52099
52768;MIQUELICETA;Miquel Iceta;0;0;52099
52974;MARTIPOL;Miquel Martí i Pol;0;0;52099
54110;MIQUELSAMPER;Miquel Sàmper;0;1;52099
53483;MIREIAVEHI;Mireia Vehí;0;0;52099
52578;MITJANSCOM;Mitjans de comunicació;0;0;52099
52573;MWC;Mobile World Congress;0;0;52099
52606;MOBILITAT;Mobilitat;0;0;52099
52791;MOCIOCENSURA;Moció de censura;0;1;52099
52714;MODA;Moda;0;0;52099
56265;MON3CAT;Món 3Cat;2;0;52099
52683;MONARQUIA;Monarquia;0;0;52099
54412;MONCLOA;Moncloa;0;0;52099
56505;MONTENEGRO;Montenegro;0;0;52099
52545;ABELLO;Montserrat Abelló;0;0;52099
54194;LACARULLA;Montserrat Carulla;0;0;52099
52405;ROIG;Montserrat Roig;0;0;52099
52900;MOSSOS;Mossos d'Esquadra;0;0;52099
52625;MOTACIONS;Motacions;0;1;52122
52782;MUNDIAL2018;Mundial 2026;0;1;52104
56921;MCLUBS;Mundial de Clubs;0;0;52104
52442;RALIS;Mundial de ral·lis;0;0;52104
55479;MUNDIALFEM;Mundial Femení;0;1;52104
53003;CAT53003;Museu Frederic Marès;0;0;52099
53257;MUSEUS;Museus;0;0;52099
52512;MUSICA;Música;0;0;52099
53058;NADAL;Nadal;0;0;52099
52643;NARCOTRAFIC;Narcotràfic;0;0;52099
54176;NASA;NASA;0;0;52099
52432;NASTIC;Nàstic;0;0;52104
52781;NAZISME;Nazisme;0;0;52099
52447;NBA;NBA;0;0;52104
52430;NEYMAR;Neymar;0;0;52104
53105;MADURO;Nicolás Maduro ;0;0;52099
54771;NIGERIA;Nigèria;0;0;52099
54472;NISSAN;Nissan;0;0;52099
52825;NOOS;Nóos;0;1;52099
54459;NORUEGA;Noruega;0;0;52099
52736;NOTISFALSES;Notícies falses;0;0;52099
53211;NOTREDAME;Notre-Dame;0;0;52099
54519;NOVAZELANDA;Nova Zelanda;0;0;52099
52400;OBITUARI;Obituari;0;0;52099
54794;OCINOCTURN;Oci nocturn ;0;0;52099
52449;OKLLIGA;OKLliga;0;0;52104
54549;OMICRON;Òmicron;0;1;52099
52620;OMNIUM;Òmnium Cultural;0;0;52099
53611;OMS;OMS;0;0;52099
53266;ONU;ONU;0;0;52099
53392;OPENARMS;Open Arms;0;0;52099
54778;OPERA;Òpera;0;0;52099
53432;OPJUDES;Operació Judes;0;0;52099
52748;JUNQUERAS;Oriol Junqueras;0;0;52099
54621;OTAN;OTAN;0;0;52099
52747;PCASADO;Pablo Casado;0;1;52099
54268;HASEL;Pablo Hasél;0;0;52099
52766;PIGLESIAS;Pablo Iglesias;0;0;52099
52946;LLARENA;Pablo Llarena;0;0;52099
52691;MACHIN;Pablo Machín;0;1;52104
52910;PAISBASC;País Basc;0;0;52099
52907;PAISVALENCIA;País Valencià;0;0;52099
54883;PAISOSBAIXOS;Països Baixos ;0;0;52099
54460;PAKISTAN;Pakistan;0;0;52099
53063;PALESTINA;Palestina;0;0;52099
53509;PAPAFRANCESC;Papa Francesc;0;0;52099
56849;LLEOXIV;Papa Lleó XIV;0;0;52099
52891;PARKINSON;Parkinson;0;0;52099
53132;PARLAMENTCAT;Parlament de Catalunya;0;0;52099
52522;PARLAMENTUE;Parlament Europeu;0;0;52099
52416;PATRIMONI;Patrimoni;0;0;52099
55919;PCUBARSI;Pau Cubarsí;0;0;52104
53695;PAUDONES;Pau Donés;0;0;52099
52349;PAUGASOL;Pau Gasol;0;1;52104
54587;PAURIBA;Pau Riba;0;0;52099
54557;BADOSA;Paula Badosa;0;0;52104
52556;PDECAT;PDeCAT;0;0;52099
52810;PEATGES;Peatges;0;0;52099
52439;PEDERASTIA;Pederàstia ;0;0;52099
53046;PEDRODUQUE;Pedro Duque;0;1;52099
52758;PSANCHEZ;Pedro Sánchez;0;0;52099
54719;PEGASUS;Pegasus;0;0;52099
54227;PENADEMORT;Pena de mort;0;0;52099
52565;PENSIONS;Pensions;0;0;52099
52434;PENYA;Penya;0;0;52104
52812;PEREARAGONES;Pere Aragonès;0;0;52099
53264;PERECALDERS;Pere Calders;0;0;52099
53952;CASALDALIGA;Pere Casaldàliga;0;0;52099
54298;PERPINYA;Perpinyà;0;0;52099
53557;PERSMEDIA;Personatges mediàtics;0;0;52099
53385;PESCA;Pesca;0;0;52099
57190;PESTAPORCINA;Pesta porcina africana ;0;0;52099
52441;PILOTADOR;Pilota d'Or;0;0;52104
52634;PIRATERIA;Pirateria;0;0;52099
52785;PNB;PNB;0;0;52099
52359;ENERGETICA;Pobresa energètica;0;0;52099
56037;PODEM;Podem;0;0;52099
52724;POLINACIONAL;Policia Nacional;0;0;52099
56285;POLICIALJUDI;Policial i judicial;0;0;52099
56273;POLITICA;Política;0;0;52099
57009;POLONIAPAIS;Polònia;0;0;52099
52585;FABRA;Pompeu Fabra;0;0;52099
54542;PORTUGAL;Portugal;0;0;52099
52392;PP;PP;0;0;52099
52280;PRECARIETAT;Precarietat laboral;0;0;52099
53615;PREGUCORONA;Preguntes i respostes coronavirus;0;1;52121
53391;NOBEL;Premi Nobel;0;0;52099
54410;BAFTA;Premis Bafta;0;0;52099
54465;EMMY;Premis Emmy;0;0;52099
54930;GAUDI;Premis Gaudí ;0;0;52099
54510;PREMISGOYA;Premis Goya;0;0;52099
52744;PREMICULTURA;Premis Nacionals de Cultura;0;0;52099
52611;PREMISOSCARS;Premis Oscar;0;0;52099
52610;PREMIZAPPING;Premis Zapping;0;1;52121
53376;PRESSUPOST;Pressupostos de la Generalitat ;0;0;52099
52935;PGE;Pressupostos Generals de l'Estat;0;0;52099
52783;PRIMAVERASOU;Primavera Sound;0;0;52099
52969;IGM;Primera Guerra Mundial;0;1;52099
52308;PROCES;Procés català;0;0;52099
54175;PROCICAT;Procicat;0;0;52099
53172;PROGESPECIAL;Programació especial;0;1;52121
52965;PROSTITUCIO;Prostitució;0;0;52099
52789;PROTECCIODAD;Protecció de dades;0;0;52099
53693;PROTESTESEUA;Protestes EUA;0;0;52099
54793;PROVA;prova;0;0;54781
52401;PROXIMORIENT;Pròxim Orient ;0;0;52099
52389;PSC;PSC;0;0;52099
52555;PSOE;PSOE;0;0;52099
53367;PUERTORICO;Puerto Rico;0;1;52099
52572;PUNICA;Púnica;0;1;52099
54584;QUERALTCASTE;Queralt Castellet;0;0;52104
52745;QUIMTORRA;Quim Torra;0;0;52099
52608;QUINI;Quini;0;1;52104
52428;QUIQUESF;Quique Sánchez Flores;0;1;52104
53546;QSETIEN;Quique Setién;0;1;52104
52520;RACISME;Racisme;0;0;52099
52440;RAFANADAL;Rafa Nadal;0;0;52104
53384;RAMADERIA;Ramaderia;0;0;52099
52402;CALSINA;Ramon Calsina;0;0;52099
54111;RAMONTREMOSA;Ramon Tremosa;0;1;52099
52754;RAULROMEVA;Raül Romeva;0;0;52099
52659;REBELIO;Rebel·lió;0;1;52099
52942;ERDOGAN;Recep Tayip Erdogan;0;0;52099
56362;RECEPTECUINA;Receptes de cuina;0;0;52099
53386;RECERCA;Recerca científica;1;1;52099
55978;RECOMANAJORD;Recomanacions Sant Jordi;0;0;52099
52586;RECORDALS;Recorda'ls;0;0;52099
52212;REFERENDUM;Referèndum 1-O;0;0;52099
53625;REFLEXIONS;Reflexions des del confinament;0;1;52099
53406;REFUGIATS;Refugiats;0;0;52099
54217;REGNEUNIT;Regne Unit;0;0;52099
52431;RMADRID;Reial Madrid;0;0;52104
54818;ELISABETII;Reina Elisabet II;0;0;52099
52576;RELIGIO;Religió;0;0;52099
53398;RENFE;Renfe;0;0;52099
54618;DOMINICANA;República Dominicana;0;1;52099
54107;RESIDENCIES;Residències gent gran ;0;0;52099
52433;REUS;Reus;0;1;52104
54563;RBOFILL;Ricardo Bofill;0;0;52099
54567;RIGOBANDINI;Rigoberta Bandini;0;0;52099
54887;RISHISUNAK;Rishi Sunak;0;0;52099
53399;RODALIES;Rodalies;0;0;52099
52749;RTORRENT;Roger Torrent;0;0;52099
54516;ROHINGYES;Rohingyes;0;0;52099
53699;ROSAMSARDA;Rosa Maria Sardà;0;0;52099
52598;NOVELL;Rosa Novell;0;0;52099
52952;ROSALIA;Rosalía;0;0;52099
52799;RUBI;Rubi;0;1;52104
53519;RUSSIA;Rússia;0;0;52099
52657;SAGRFAMILIA;Sagrada Família;0;0;52099
54201;SAHARA;Sàhara Occidental;0;0;52099
52217;SALUT;Salut;0;0;52099
54530;SALUTMENTAL;Salut Mental;0;0;52099
52378;ESPRIU;Salvador Espriu;0;0;52099
54224;SALVADORILLA;Salvador Illa;0;0;52099
53134;SANDROROSELL;Sandro Rosell;0;1;52099
52725;SANDREUBARCA;Sant Andreu de la Barca;0;0;52099
52726;STESTROURES;Sant Esteve de les Roures;0;1;52099
52834;SANTJOAN;Sant Joan;0;0;52099
52614;SANTJORDI;Sant Jordi ;0;0;52099
53049;ABASCAL;Santiago Abascal ;0;0;52099
53416;SEAT;Seat;0;0;52099
52642;SEDICIO;Sedició;0;0;52099
53212;SEGONAGUERRA;Segona Guerra Mundial;0;1;52099
53394;SEGURETAT;Seguretat;0;0;52099
54766;SELECTIVITAT;Selectivitat;0;0;52099
55311;SENAT;Senat;0;0;52099
52312;SEQUERA;Sequera;0;0;52099
55220;SERBIA;Sèrbia;0;0;52099
54229;MINGOTE;Sergi Mingote;0;1;52104
53380;SERIES;Sèries;0;0;52099
52379;SIDA;Sida;0;0;52099
55048;SVB;Silicon Valley Bank;0;0;52099
56014;ORRIOLS;Sílvia Orriols;0;0;52099
54416;SIMONEBILES;Simone Biles;0;0;52104
52653;SINDROMEDOWN;Síndrome de Down ;0;0;52099
54777;SINNFEIN;Sinn Féin ;0;0;52099
52523;SIRIA;Síria;0;0;52099
52415;SIXENA;Sixena;0;1;52099
56272;SOCIETAT;Societat;0;0;52099
52622;SCC;Societat Civil Catalana;0;1;52099
53136;SOMDONES;Som dones;0;1;52121
52803;FESTIVASONAR;Sónar;0;0;52099
52716;SOSTENIBILIT;Sostenibilitat;0;0;52099
54791;SRILANKA;Sri Lanka;0;1;52099
52627;HAWKING;Stephen Hawking;0;0;52099
54620;SUECIA;Suècia ;0;0;52099
54296;SUEZ;Suez;0;1;52099
54776;SUISSA;Suïssa;0;0;52099
54377;SUPERLLIGA;Superlliga;0;0;52104
52903;SUSANADIAZ;Susana Díaz ;0;1;52099
52566;PESI;Svetislav Pesic ;0;1;52104
54520;TABAC;Tabac;0;0;52099
52621;TABARNIA;Tabarnia;0;1;52099
55495;TAIWAN;Taiwan;0;0;52099
54438;TALIBANS;Talibans;0;0;52099
53109;TAXIS;Taxis;0;0;52099
53005;TDAH;TDAH;0;0;52099
52511;TEATRE;Teatre;0;0;52099
52840;TECNOLOGIA;Tecnologia;1;1;52099
52507;TELEVISIO;Televisió;0;0;52099
52446;TERSTEGEN;Ter Stegen;0;0;52104
52824;TERESAJORDA;Teresa Jordà;0;1;52099
52419;PAMIES;Teresa Pàmies;0;0;52099
52215;TERRORISME;Terrorisme;0;0;52099
52929;THERESAMAY;Theresa May;0;1;52099
54763;TIKTOK;TikTok;0;0;52099
52730;TITANDESERT;Titan Desert;0;0;52104
55981;PUA_TITO;Titó;0;0;54781
54772;TJUE;TJUE;0;0;52099
54162;TOCDEQUEDA;Toc de queda;0;1;52099
52760;TONICOMIN;Toni Comín;0;0;52099
52626;TOPCATRADIO;Top CatRàdio;0;1;52122
52450;TOURDEFRANCA;Tour de França;0;0;52104
53397;TRAMVIA;Tramvia;0;0;52099
54546;TRANSFOBIA;Transfòbia;0;0;52099
52519;TRANSIT;Trànsit;0;0;52099
54665;TRANSPORT;Transport de mercaderies;0;0;52099
53267;TRANSPUBLIC;Transport públic;0;0;52099
53066;TC;Tribunal Constitucional ;0;0;52099
52958;SUPREM;Tribunal Suprem ;0;0;52099
52980;TSJC;TSJC;0;0;52099
53480;TSUNAMIDEM;Tsunami Democràtic;0;0;52099
52398;TURISME;Turisme;0;0;52099
53471;TURQUIA;Turquia;0;0;52099
52422;TV3GOYA;TV3 als Goya;0;0;52099
53072;TV3MESVIST;TV3 més vist;1;0;52121
54875;TWITCH;Twitch;0;1;52099
52528;TWITTER;Twitter;0;0;52099
53261;TXERNOBIL;Txernòbil;0;0;52099
53517;UCRAINA;Ucraïna;0;0;52099
53401;UGT;UGT;0;0;52099
53809;LULTIMMINUT;ÚLTIMMINUT;0;1;52104
52445;UMTITI;Umtiti;0;1;52104
54817;MADECONTES;Una mà de contes;0;0;54781
56870;UNIDESPODEM;Unides Podem;0;0;52099
52395;UNIOEUROPEA;Unió Europea;0;0;52099
56436;UNIVERS3CAT;Univers 3Cat;0;0;52099
52629;UNIVERSITAT;Universitat;0;0;52099
52630;URBANISME;Urbanisme ;0;0;52099
52826;URDANGARIN;Urdangarin;0;1;52099
53529;VONDERLEYEN;Ursula von der Leyen;0;0;52099
53389;VACUNES;Vacunes;0;0;52099
53047;VAGAFAM;Vaga de fam;0;1;52099
55258;VALENTS;Valents;0;1;52099
52962;VALTONYC;Valtònyc;0;0;52099
52426;VALVERDE;Valverde;0;0;52104
56383;VAR;VAR;0;0;52104
53510;VATICA;Vaticà;0;0;52099
55539;VCOPAAMERICA;Vela - Copa Amèrica;0;0;52104
53107;VNLA;Veneçuela;0;0;52099
54751;VEROLAMICO;Verola del mico;0;0;52099
52658;ESTELLES;Vicent Andrés Estellés;0;0;52099
52383;DELSANGELS;Victòria dels Àngels;0;0;52099
53417;VIDEOJOCS;Videojocs;0;0;52099
52462;VIDEOS21D;Vídeos 21D;0;1;52121
54796;ORBAN;Viktor Orbán;0;0;52099
55274;VINICIUS;Vinícius;0;0;52104
52222;VMASCLISTA;Violència masclista;0;0;52099
52220;VIRAL;Viral ;0;0;52099
53083;PUTIN;Vladímir Putin;0;0;52099
54463;CUMBREVIEJA;Volcà Cumbre Vieja;0;0;52099
53518;ZELENSKI;Volodímir Zelenski;0;0;52099
52963;VOX;Vox;0;0;52099
53110;VTC;VTC;0;0;52099
52529;WHATSAPP;WhatsApp;0;0;52099
52380;XARXASOCIAL;Xarxes socials ;0;0;52099
54484;XAVI;Xavi Hernández;0;0;52104
52767;XDOMENECH;Xavier Domènech;0;1;52099
52770;XAVIERALBIOL;Xavier García Albiol ;0;0;52099
52525;XENOFOBIA;Xenofòbia;0;0;52099
53475;XILE;Xile;0;0;52099
52911;XIMOPUIG;Ximo Puig;0;0;52099
52896;XINA;Xina;0;0;52099
52499;YERRYMINA;Yerry Mina;0;1;52104
54787;YOLANDADIAZ;Yolanda Díaz;0;0;52099
53520;ZBEBARCELONA;ZBE Barcelona;0;0;52099
52425;ZIDANE;Zidane;0;0;52104
57060;TRESCAT;3Cat;0;0;56436
56576;ALTPIRINEU;Alt Pirineu;0;0;52908
56571;ALTAPIRINEU;Alt Pirineu - ELIMINAR;2;1;52908
57149;ARQUITECTES;Animals arquitectes;0;0;56436
54271;ANIVERS23F;Aniversari 23F;0;1;54168
53953;ANIVERS17A;Aniversari atemptats 17A ;0;1;53172
52695;DIESRADIOANY;Anys;0;1;52694
56572;ARAN;Aran;0;0;52908
57048;AD3CAT;Audiències 3Cat;0;0;56436
56565;BARCELONA;Barcelona;0;0;52908
56568;CATCENTRAL;Catalunya Central;0;0;52908
53077;CRMESVIST18;Catalunya Ràdio més vist 2018;0;1;53076
53525;CRMESVIST19;Catalunya Ràdio més vist 2019;0;1;53076
53129;CONSELLCUINA;Consells de cuina;0;1;52514
52562;CUINACARNAVA;Cuina de Carnaval;0;1;52514
56371;METEOCURIOS;Curiositats meteorològiques;0;0;52137
53173;TRANSGENERE;Dia de la visibilitat transgènere;0;1;53172
52558;DONESCIENCIA;Dones i ciència;0;1;53172
52461;E3MESVIST17;E3 més vist 2017;0;1;53074
53075;E3MESVIST18;E3 més vist 2018;0;1;53074
53524;E3MESVIST19;E3 més vist 2019;0;1;53074
53513;TEMPSAZ;El temps de la A a la Z;0;0;52137
54170;EUAPBAIXA;Eleccions EUA Planta Baixa;0;1;54168
56372;CLIMATOLOGIA;Entendre la méteo i el clima;0;0;52137
54169;PUTAGSEUAPB;EPB;2;1;54168
57054;EVA;EVA;0;0;56436
52054;PUAGR_FENEXT;Fenòmens extrems;0;0;52137
56566;GIRONA;Girona;0;0;52908
53498;INUNDACIONS;Inundacions ;0;0;52137
53666;ACTUOCLIMA;Jo també actuo pel clima;0;0;52137
53526;MESVIST19;Més vist 2019;0;1;53072
53382;METEOROLOGIA;Meteorologia;0;0;52137
53558;MIQUELMONTOR;Miquel Montoro;0;0;53557
53501;NEVADES;Nevades;0;0;52137
52697;DIESRADIONOM;Noms;1;0;52694
53499;ONADACALOR;Onada de calor;0;0;52137
57194;PENEDES;Penedès;0;0;52908
57055;PLATAFORM3CA;Plataforma 3Cat;0;0;56436
56570;PONENT;Ponent;0;0;52908
53687;PLHOMENATGE;Primera línia homenatge;0;1;53172
52463;PROGRNADAL;Programació de Nadal;0;1;53172
52870;PROGTARDOR18;Programació tardor 2018;0;1;53172
53407;PROGTARDOR19;Programació tardor 2019;0;1;53172
56287;PROGMON3CAT;Programes;0;0;56436
53559;QUIMMASFERRE;Quim Masferrer;0;0;53557
52544;BB_CALCOTS;Receptes amb calçots;0;1;52514
52459;CUINANADAL;Receptes de Nadal;0;1;52514
52542;BB_SOPES;Sopes d'hivern;0;1;52514
57052;SUPER3;Super3;0;0;56436
57053;SUPERCAMPUS;SuperCampus;0;0;56436
56567;TARRAGONA;Tarragona;0;0;52908
53549;GLORIA;Temporal Gloria;0;0;52137
52056;PUAGR_TERCOS;Terra i cosmos;0;0;52137
56569;TERRESEBRE;Terres de l'Ebre;0;0;52908
52460;MESVISTATV3;TV3 més vist 2017;0;1;53072
53073;TV3MESVIST18;TV3 més vist 2018;0;1;53072
53523;TV3MESVIST19;TV3 més vist 2019;0;1;53072
53500;VENTADES;Ventades;0;0;52137
52515;CUINAVERDURA;Verdures de temporada;0;1;52514
54031;VIATGEGASTRO;Viatges i gastronomia;0;1;52514
52920;ANY1983;1983;0;1;52695
52875;ANY1984;1984;0;1;52695
52880;ANY1985;1985;0;1;52695
52939;ANY1986;1986;0;1;52695
52984;ANY1987;1987;0;1;52695
52878;ANY1988;1988;0;1;52695
52961;ANY1989;1989;0;1;52695
52877;ANY1990;1990;0;1;52695
52876;ANY1991;1991;0;1;52695
52923;ANY1992;1992;0;1;52695
52959;ANY1993;1993;0;1;52695
52985;ANY1994;1994;0;1;52695
52696;ANY1995;1995;0;1;52695
52986;ANY1996;1996;0;1;52695
52987;ANY1997;1997;0;1;52695
52947;ANY1998;1998;0;1;52695
52960;ANY1999;1999;0;1;52695
52919;ANY2000;2000;0;1;52695
52988;ANY2001;2001;0;1;52695
52989;ANY2002;2002;0;1;52695
52922;ANY2003;2003;0;1;52695
52990;ANY2004;2004;0;1;52695
52991;ANY2005;2005;0;1;52695
52992;ANY2006;2006;0;1;52695
52921;ANY2007;2007;0;1;52695
52993;ANY2008;2008;0;1;52695
52950;ANY2009;2009;0;1;52695
52879;ANY2010;2010;0;1;52695
52994;ANY2011;2011;0;1;52695
52940;ANY2012;2012;0;1;52695
52995;ANY2013;2013;0;1;52695
52996;ANY2014;2014;0;1;52695
52997;ANY2015;2015;0;1;52695
52945;ANY2016;2016;0;1;52695
52998;ANY2017;2017;0;1;52695
52999;ANY2018;2018;0;1;52695
53205;ANY2019;2019;0;1;52695
54165;ANY2020;2020;0;1;52695
54368;ANY2021;2021;0;1;52695
54983;ANY2022;2022;0;1;52695
54984;ANY2023;2023;0;1;52695
56293;TRENTAMINUTS;30 minuts;0;0;56287
56292;SEIXANTAMIN;60 minuts;0;0;56287
57039;ABANSDEMORIR;8 coses per fer abans de morir;0;0;56287
56314;AIXONOESUNAC;Això no és una cançó;0;0;56287
56305;ELCOTXE;Al cotxe;0;0;56287
56668;ALTCAMP;Alt Camp;0;0;56567
56697;ALTEMPORDA;Alt Empordà;0;0;56566
56675;ALTPENEDES;Alt Penedès;0;0;57194
56671;ALTURGELL;Alt Urgell;0;0;56576
56682;ALTARIBAGOR;Alta Ribagorça;0;0;56576
56687;ANOIA;Anoia;0;0;57194
56327;ASSAIGENERAL;Assaig general;0;0;56287
56693;BAGES;Bages;0;0;56568
56683;BAIXCAMP;Baix Camp;0;0;56567
56659;BAIXEBRE;Baix Ebre;0;0;56569
56688;BAIXEMPORDA;Baix Empordà;0;0;56566
56658;BAIXLLOBREGA;Baix Llobregat;0;0;56565
56691;BAIXPENEDES;Baix Penedès;0;0;57194
56662;BARNACIUTAT;Barcelona ciutat;0;0;56565
56657;BARCELONES;Barcelonès;0;0;56565
56664;BERGUEDA;Berguedà;0;0;56568
57038;BESTIAL;Bestial;0;0;56287
56528;BOLADEDRAC;Bola de drac;0;0;56287
56672;CERDANYA;Cerdanya;0;0;56576
56307;CITES;Cites Barcelona;0;0;56287
56326;CIUMARAGDA;Ciutat Maragda;0;0;56287
57032;CLIMAX;Clímax;0;0;56287
56296;COLLAPSE;Col·lapse;0;0;56287
56301;COMSIFOSAHIR;Com si fos ahir;0;0;56287
56679;CONCABARBERA;Conca de Barberà;0;0;56567
56303;CRIMS;Crims;0;0;56287
56994;CRIMSTV3;Crims TV3;0;0;56287
57051;CUINES;Cuines;0;0;56287
56298;CUINESRIBAS;Cuines amb Marc Ribas;2;0;56287
56297;ELDOCUMENTAL;El documental;0;0;56287
56302;ELFORASTER;El foraster;0;0;56287
57183;ELFORENSE;El forense;0;0;56287
56318;ELMATIDECR;El matí de Catalunya Ràdio;0;0;56287
57022;MCR;El matí de Catalunya Ràdio;2;0;56287
56304;ELPUNTD;El punt D;0;0;56287
57025;ELSUPLEMENT;El suplement;0;0;56287
56291;ELSMATINS;Els matins;0;0;56287
57026;DEFCOMPANYS;En defensa de Companys;0;0;56287
56313;EPICNAILS;Èpic nails;0;0;56287
57035;ERAPLACA;Era plaça;0;0;56287
57031;ETSIUTS;Ets i uts;0;0;56287
56286;EUFORIA;Eufòria;0;0;56287
56655;GARRAF;Garraf;0;0;57194
56666;GARRIGUES;Garrigues;0;0;56570
56676;GARROTXA;Garrotxa;0;0;56566
56319;GENERADIGI;Generació digital;0;0;56287
56696;GIRONES;Gironès;0;0;56566
56323;INDEPENDENTS;Independents;0;0;56287
56306;JOMAIMAI;Jo mai mai;0;0;56287
57041;JOSOCLARAISA;Jo soc la Raïsa;0;0;56287
56300;JOCDECARTES;Joc de cartes;0;0;56287
56299;CAT56299;Joc de cartes;2;0;56287
57037;CASANOSTRA;La casa nostra;0;0;56287
57040;LAGRANCITA;La gran cita;0;0;56287
56529;MARATO3CAT;La Marató de 3Cat;0;0;56287
56328;POMANEWTON;La poma de Newton;0;0;56287
56527;LASELVA;La selva;0;0;56287
57023;LASOLUCIO;La solució;0;0;56287
56322;LATARDACR;La tarda de Catalunya Ràdio;0;0;56287
56311;LATRAVESSA;La travessa;0;0;56287
57028;LATURRA;La turra;0;0;56287
56310;LECLIPSI;L'eclipsi;0;0;56287
57024;DONESIDIES;Les dones i els dies;0;0;56287
56669;LLUCANES;Lluçanès;0;0;56568
57034;LOREPTE;Lo repte;0;0;56287
56321;OFICIEDUCAR;L'ofici d'educar;0;0;56287
57033;LOFT;Loft;0;0;56287
56656;MARESME;Maresme;0;0;56565
56665;MOIANES;Moianès;0;0;56568
52884;MONTERRIBAS;Mònica Terribas;0;1;52697
56680;MONTSIA;Montsià;0;0;56569
56312;NATURASAVIA;Natura sàvia;0;0;56287
57029;NOCARDIS;No cardis;0;0;56287
56661;NOGUERA;Noguera;0;0;56570
56690;OSONA;Osona;0;0;56568
56694;PALLARSJUSSA;Pallars Jussà;0;0;56576
56660;PALLARS;Pallars Sobirà;0;0;56576
56684;PLAESTANY;Pla de l'Estany;0;0;56566
56663;PLAURGELL;Pla d'Urgell;0;0;56570
56295;POLONIA;Polònia;0;0;56287
56685;PRIORAT;Priorat;0;0;56567
56309;PUNTNORETORN;Punt de no retorn;0;0;56287
56308;QUANTAGUERRA;Quanta guerra!;0;0;56287
56686;RIBERAEBRE;Ribera d'Ebre;0;0;56569
56673;RIPOLLES;Ripollès;0;0;56566
57027;SANSESTALVIS;Sans i estalvis;0;0;56287
56677;SEGARRA;Segarra;0;0;56570
56670;SEGRIA;Segrià;0;0;56570
56678;SELVA;Selva;0;0;56566
56290;SENSEFICCIO;Sense ficció;0;0;56287
